title,date_announced,company_name,reference_number,url,assigned_category,sub_category
"OTHERS Freight Management Holdings Bhd (""the Company"")
(1) Proposed Renewal of Shareholders' Mandate for Recurrent Related Party Transactions of a Revenue or Trading Nature
(2) Proposed Renewal of Shareholders' Mandate for Share Buy-Back",20/10/2020,FREIGHT MANAGEMENT HOLDINGS BERHAD,GA1-19102020-00010,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3097918,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING OCR GROUP BERHAD (''OCR'' OR THE ''COMPANY'')
ISSUANCE AND ALLOTMENT OF UP TO 98,600,000 NEW ORDINARY SHARES IN THE COMPANY TO MACQUARIE BANK LIMITED (''SHARE ISSUANCE'')",20/10/2020,OCR GROUP BERHAD,GA1-20102020-00106,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3097943,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS FOCUS DYNAMICS GROUP BERHAD (""FOCUS"" OR THE ""COMPANY"")
- INVESTMENT IN TOP STANDARD CORPORATION (""TOP STANDARD"") VIA PROPOSED SUBSCRIPTION OF 192 MILLION NEW SHARES AT HK$0.077 PER SUBSCRIPTION SHARES (""PROPOSED SUBSCRIPTION"")",20/10/2020,FOCUS DYNAMICS GROUP BERHAD,GA1-20102020-00112,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3097947,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS DYNACIATE GROUP BERHAD (""DGB"" OR ""COMPANY"")
PROPOSED ACQUISITIONS BY DYNACIATE SPI SDN. BHD., A WHOLLY-OWNED SUBSIDIARY OF DGB, OF TWO INDUSTRIAL PREMISES AND MACHINERIES AND EQUIPMENT FOR A TOTAL CASH CONSIDERATION OF RM26,786,431 (""PROPOSED ACQUISITIONS"")",20/10/2020,DYNACIATE GROUP BERHAD,GA1-20102020-00109,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3097955,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING DAGANG NeXCHANGE BERHAD (""DNeX"" OR THE ""COMPANY"")
PRIVATE PLACEMENT",20/10/2020,DAGANG NEXCHANGE BERHAD,GA1-20102020-00120,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3097974,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS PROPOSED DISPOSAL OF TWO (2) PARCELS OF LAND HELD UNDER LOTS 789 & 2861 BLOCK 20 KEMENA LAND DISTRICT, BINTULU SARAWAK (""PROPOSED DISPOSAL"")",21/10/2020,NAIM HOLDINGS BERHAD,GA1-21102020-00022,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098001,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : RELATED PARTY TRANSACTIONS IREKA CORPORATION BERHAD (""IREKA"" OR THE ""COMPANY"")
PROPOSED PARTICIPATION BY IREKA IN THE SHARE BUY-BACK AND DEMERGER EXERCISE UNDERTAKEN BY ASEANA PROPERTIES LIMITED (""ASPL"") INVOLVING THE DIVESTMENT OF IREKA'S ENTIRE QUOTED INVESTMENT IN ASPL (REPRESENTING 23.07% EQUITY INTEREST IN ASPL) IN EXCHANGE FOR SHARES IN A COMPANY INCORPORATED BY ASPL (""NEWCO"") (""PROPOSAL"")",21/10/2020,IREKA CORPORATION BERHAD,GA1-21102020-00010,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098015,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS JAYCORP BERHAD (""JAYCORP"" OR ""COMPANY"")
(1) PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE
(2) PROPOSED NEW SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE
(3) PROPOSED RENEWAL OF AUTHORITY FOR THE COMPANY TO PURCHASE ITS OWN SHARES",21/10/2020,JAYCORP BERHAD,GA1-21102020-00025,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098016,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING UCrest Berhad (""UCrest"" or ""Company"") and its subsidiary companies (""UCrest Group"" or ""Group"")
-	Proposed Private Placement",21/10/2020,UCREST BERHAD,GA1-21102020-00039,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098020,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS MICROLINK SOLUTIONS BERHAD (""MSB"" OR ""COMPANY"")
JOINT VENTURE AND SHAREHOLDERS AGREEMENT BETWEEN MSB AND SCICOM (MSC) BERHAD",21/10/2020,MICROLINK SOLUTIONS BERHAD,GA1-21102020-00057,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098060,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : BONUS ISSUES GREATECH TECHNOLOGY BERHAD (""GREATECH TECHNOLOGY"" OR ""COMPANY"")
PROPOSED BONUS ISSUE",21/10/2020,GREATECH TECHNOLOGY BERHAD,GA1-20102020-00134,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098071,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS ISSUANCE OF RM1.7 BILLION NOMINAL VALUE ISLAMIC MEDIUM TERM NOTES (""RM1.7 BILLION SUKUK MURABAHAH"") PURSUANT TO AN ISLAMIC MEDIUM TERM NOTES PROGRAMME OF UP TO RM3.0 BILLION IN NOMINAL VALUE BASED ON THE SHARIAH PRINCIPLE OF MURABAHAH (VIA TAWARRUQ ARRANGEMENT) (""SUKUK MURABAHAH PROGRAMME"") BY PENGERANG LNG (TWO) SDN BHD",21/10/2020,PETRONAS GAS BERHAD,GA1-21102020-00019,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098073,General Announcement,OTHERS
"OTHERS EKOVEST BERHAD (EKOVEST OR THE COMPANY)
RECEIPT OF AN EXCLUSIVE OFFER FROM ISKANDAR WATERFRONT HOLDINGS SDN BHD (IWH) IN RELATION TO AN EXCLUSIVE NEGOTIATION TO FINALISE THE PARTICIPATION OF EKOVEST AS A JOINT VENTURE PARTNER CUM INVESTOR IN THE BANDAR MALAYSIA DEVELOPMENT PROJECT (PROPOSAL)",21/10/2020,EKOVEST BERHAD,GA1-21102020-00078,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098076,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : RELATED PARTY TRANSACTIONS TADMAX RESOURCES BERHAD (""TADMAX"" OR ""COMPANY"")
(I)	PROPOSED ACQUISITION; AND
(II)	PROPOSED EXEMPTION
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",21/10/2020,TADMAX RESOURCES BERHAD,GA1-21102020-00033,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098093,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS Bank Islam Malaysia Berhad's Issuance of Subordinated Sukuk Murabahah (""Subordinated Sukuk Murabahah"") of RM700.0 Million in Nominal Value pursuant to a Sukuk Murabahah Programme of RM10.0 Billion in Nominal Value (""Sukuk Murabahah Programme"")",21/10/2020,BIMB HOLDINGS BERHAD,GA1-20102020-00133,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098103,General Announcement,OTHERS
"OTHERS Clarification on Bloomberg News Article entitled ""Sime Darby Said to Mull Health Care Unit Spinoff in Malaysia""",21/10/2020,SIME DARBY BERHAD,GA1-21102020-00049,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098108,General Announcement,OTHERS
"OTHERS DAIBOCHI BERHAD
1. PROPOSED RENEWAL OF SHARE BUY-BACK AUTHORITY; AND 2. PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS",21/10/2020,DAIBOCHI BERHAD,GA1-14102020-00017,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098115,General Announcement,OTHERS
"OTHERS LEWEKO RESOURCES BERHAD (""LEWEKO"" OR ""COMPANY"")
- PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE",21/10/2020,LEWEKO RESOURCES BERHAD,GA1-16102020-00016,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098119,General Announcement,OTHERS
"OTHERS GREEN PACKET FOUNDER, CHINESE FIRM TO DEVELOP E&E HUB",21/10/2020,GREEN PACKET BERHAD,GA1-21102020-00087,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098122,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : RECURRENT RELATED PARTY TRANSACTIONS MLABS SYSTEMS BERHAD
- PROPOSED NEW SHAREHOLDERS MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE",21/10/2020,MLABS SYSTEMS BERHAD,GA1-21102020-00050,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098137,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING TIONG NAM LOGISTICS HOLDINGS BERHAD (""TIONG NAM"" OR THE ""COMPANY"")
PROPOSED ISSUANCE OF 67,050,000 NEW ORDINARY SHARES IN TIONG NAM (""TIONG NAM SHARES"") (""SUBSCRIPTION SHARES"") AT ISSUE PRICE OF RM0.4354 PER SUBSCRIPTION SHARE (""PROPOSED SHARE ISSUANCE"")",21/10/2020,TIONG NAM LOGISTICS HOLDINGS BERHAD,GA1-19102020-00020,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098168,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS LBI CAPITAL BHD (LBI or the ""COMPANY"")
PROPOSED ACQUISITION OF LAND FROM UTUH ASPIRASI SDN BHD (VENDOR) FOR A CASH CONSIDERATION OF RM10,144,000.00 (PROPOSED ACQUISITION)",21/10/2020,LBI CAPITAL BERHAD,GA1-21102020-00038,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098171,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS SCICOM (MSC) BERHAD (""SCICOM"" OR ""THE COMPANY"") - JOINT VENTURE AND SHAREHOLDERS' AGREEMENT BETWEEN MICROLINK SOLUTIONS BERHAD AND THE COMPANY - UPDATE",21/10/2020,SCICOM (MSC) BERHAD,GA1-20102020-00113,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098176,General Announcement,OTHERS
"OTHERS IREKA CORPORATION BERHAD (""IREKA"" or the ""Company"")
-	RESIGNATION OF AUDITORS",21/10/2020,IREKA CORPORATION BERHAD,GA1-21102020-00076,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098178,General Announcement,OTHERS
"OTHERS VELESTO ENERGY BERHAD (""VEB"" OR THE ""COMPANY"")
PROPOSED SHARE CAPITAL REDUCTION",21/10/2020,VELESTO ENERGY BERHAD,GA1-21102020-00031,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098184,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING KANGER INTERNATIONAL BERHAD (""KANGER"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 20% OF THE TOTAL NUMBER OF ISSUED SHARES OF KANGER (""PROPOSED PRIVATE PLACEMENT"")",21/10/2020,KANGER INTERNATIONAL BERHAD,GA1-21102020-00106,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098219,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING OCR GROUP BERHAD (''OCR'' OR THE ''COMPANY'')
ISSUANCE AND ALLOTMENT OF UP TO 98,600,000 NEW ORDINARY SHARES IN THE COMPANY TO MACQUARIE BANK LIMITED (''SHARE ISSUANCE'')",21/10/2020,OCR GROUP BERHAD,GA1-21102020-00102,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098223,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING IMPIANA HOTELS BERHAD (""IMPIANA"" OR ""COMPANY"")
- ACQUISITIONS;
- PRIVATE PLACEMENT;
- OFFER FOR SALE;
- AMENDMENTS; AND
- CHANGE OF NAME
(COLLECTIVELY, THE PROPOSALS)",21/10/2020,IMPIANA HOTELS BERHAD,GA1-21102020-00120,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098236,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"MULTIPLE PROPOSALS PASUKHAS GROUP BERHAD (""PASUKHAS"" OR THE ""COMPANY"")
(I)	PROPOSED PRIVATE PLACEMENT; AND
(II)	PROPOSED ESOS
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",21/10/2020,PASUKHAS GROUP BERHAD,GA1-21102020-00118,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098246,General Announcement,Multiple Proposals
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING SC ESTATE BUILDER BERHAD (""SCBUILD/0109"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 10% OF THE TOTAL NUMBER OF ISSUED SHARES OF SCBUILD/0109 (""PROPOSED PRIVATE PLACEMENT"")",21/10/2020,SC ESTATE BUILDER BERHAD,GA1-21102020-00127,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098288,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS CARIMIN PETROLEUM BERHAD (""CPB"" OR ""THE COMPANY"")
PROPOSED AMENDMENTS TO THE CONSTITUTION OF THE COMPANY",21/10/2020,CARIMIN PETROLEUM BERHAD,GA1-20102020-00101,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098303,General Announcement,OTHERS
"MULTIPLE PROPOSALS TOP BUILDERS CAPITAL BERHAD (FORMERLY KNOWN AS IKHMAS JAYA GROUP BERHAD) (""TOP BUILDERS"" OR THE ""COMPANY"")
(I)	PROPOSED PRIVATE PLACEMENT;
(II)	PROPOSED DEBT SETTLEMENT WITH CREDITORS;
(III)	PROPOSED DEBT SETTLEMENT WITH MAJOR SHAREHOLDER;
(IV)	PROPOSED RIGHTS ISSUE;
(V)	PROPOSED SIS; AND
(VI)	PROPOSED SHARE CAPITAL REDUCTION
(COLLECTIVELY, THE ""PROPOSALS"").",21/10/2020,TOP BUILDERS CAPITAL BERHAD,GA1-21102020-00097,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098306,General Announcement,Multiple Proposals
"OTHERS SIME DARBY PROPERTY BERHAD (""SIME DARBY PROPERTY"" or ""THE COMPANY"")
- ISLAMIC MEDIUM TERM NOTES (""SUKUK MUSHARAKAH"") PROGRAMME OF RM4,500 MILLION IN NOMINAL VALUE BASED ON THE SHARIAH PRINCIPLE OF MUSHARAKAH (""SUKUK MUSHARAKAH PROGRAMME"")",21/10/2020,SIME DARBY PROPERTY BERHAD,GA1-21102020-00130,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098307,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : BONUS ISSUES RUBBEREX CORPORATION (M) BERHAD (""RUBBEREX"" OR ""COMPANY"")
BONUS ISSUE OF 554,850,234 NEW ORDINARY SHARES IN RUBBEREX (""BONUS SHARE(S)"") ON THE BASIS OF 2 BONUS SHARES FOR EVERY 1 EXISTING ORDINARY SHARES IN RUBBEREX (INCLUDING TREASURY SHARES) HELD AT AN ENTITLEMENT DATE (""BONUS ISSUE"")",21/10/2020,RUBBEREX CORPORATION (M) BERHAD,GA1-21102020-00017,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098308,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS SEERS BERHAD (""THE COMPANY"") - CHANGE OF AUDITORS",21/10/2020,SEERS BERHAD,GA1-21102020-00088,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098312,General Announcement,OTHERS
"OTHERS OSK VENTURES INTERNATIONAL BERHAD (""OSKVI"" OR ""THE COMPANY') - DEALINGS IN QUOTED SECURITIES PURSUANT TO RULE 9.20 OF THE ACE MARKET LISTING REQUIREMENTS OF BURSA MALAYSIA SECURITIES BERHAD",21/10/2020,OSK VENTURES INTERNATIONAL BERHAD,GA1-21102020-00041,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098323,General Announcement,OTHERS
"OTHERS PARLO BERHAD [REGISTRATION NO. 199601013285 (385635-V)] (PARLO OR THE COMPANY)
- THE STATEMENT OF WORK (NO. 1) MADE AND ENTERED INTO BETWEEN THE COMPANY AND DIAMOND PALACE GROUP OF COMPANIES LIMITED.",22/10/2020,PARLO BERHAD,GA1-22102020-00001,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098455,General Announcement,OTHERS
"OTHERS 1. PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE
2. PROPOSED AUTHORITY FOR THE PURCHASE OF OWN SHARES BY THE COMPANY",22/10/2020,SEREMBAN ENGINEERING BERHAD,GA1-16102020-00011,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098473,General Announcement,OTHERS
"OTHERS GUH HOLDINGS BERHAD (""GUH"" or ""COMPANY"")
GUH Circuit Industry (Suzhou) Co., Ltd.",22/10/2020,GUH HOLDINGS BERHAD,GA1-22102020-00060,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098482,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS ENRA GROUP BERHAD (""ENRA"" or ""THE COMPANY"")
DEED OF TERMINATION BETWEEN ENRA OIL & GAS SERVICES SDN BHD (""EOGS"") AND AWT INTERNATIONAL (DECOMMISSIONING) SDN BHD (""AWT"")",22/10/2020,ENRA GROUP BERHAD,GA1-22102020-00085,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098494,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS SCIENTEX BERHAD
PROPOSED RENEWAL OF SHARE BUY-BACK AUTHORITY",22/10/2020,SCIENTEX BERHAD,GA1-23102019-00097,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098496,General Announcement,OTHERS
"MULTIPLE PROPOSALS LUSTER INDUSTRIES BHD. (""LUSTER"" OR THE ""COMPANY"")
I.	PROPOSED JOINT VENTURE;
II.	PROPOSED DIVERSIFICATION; AND
III.	PROPOSED PRIVATE PLACEMENT
(COLLECTIVELY, THE ""PROPOSALS"")",22/10/2020,LUSTER INDUSTRIES BHD.,GA1-22102020-00082,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098503,General Announcement,Multiple Proposals
"Acquisition of 3,000,000 ordinary shares of XOX Berhad (XOX) at RM0.12 per share for a total cash consideration of RM360,000 from open market (""Investment"")",22/10/2020,KEY ALLIANCE GROUP BERHAD,GA1-22102020-00128,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098518,Reply to Query,-
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING JF TECHNOLOGY BERHAD (""JF TECH"" OR ""COMPANY"")
PRIVATE PLACEMENT OF UP TO 10% OF THE TOTAL NUMBER OF ISSUED SHARES IN JF TECH (""PRIVATE PLACEMENT"")",22/10/2020,JF TECHNOLOGY BERHAD,GA1-22102020-00067,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098527,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS OCEANCASH PACIFIC BERHAD (""OCP"" OR ""COMPANY"")
RESIGNATION OF AUDITORS",22/10/2020,OCEANCASH PACIFIC BERHAD,GA1-22102020-00081,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098534,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING NEXTGREEN GLOBAL BERHAD (""NEXTGREEN"" OR THE ""COMPANY"")
PRIVATE PLACEMENT OF UP TO 15% OF THE TOTAL NUMBER OF ISSUED SHARES OF NEXTGREEN (EXCLUDING TREASURY SHARES) (""PRIVATE PLACEMENT"")",22/10/2020,NEXTGREEN GLOBAL BERHAD,GA1-22102020-00069,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098541,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING SUNWAY BERHAD
RIGHTS ISSUE OF IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES",22/10/2020,SUNWAY BERHAD,GA1-21102020-00155,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098581,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS PECCA GROUP BERHAD (""PGB"" OR ""THE COMPANY')
- (i) PROPOSED RENEWAL OF AUTHORITY FOR SHARE BUY-BACK OF UP TO TEN PER CENTUM (10%) OF THE TOTAL NUMBER OF ISSUED SHARES OF THE COMPANY; AND
(ii) PROPOSED NEW SHAREHOLDERS MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE",22/10/2020,PECCA GROUP BERHAD,GA1-20102020-00070,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098590,General Announcement,OTHERS
"MEMORANDUM OF UNDERSTANDING G3 GLOBAL BERHAD (""G3"" OR ""THE COMPANY"")
Status update on the Memorandum of Understanding between the Company and SenseTime Group Ltd and China Harbour Engineering Company Ltd",22/10/2020,G3 GLOBAL BERHAD,GA1-19102020-00070,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098591,General Announcement,Memorandum of Understanding
"OTHERS Jaya Tiasa Holdings Berhad
1) Proposed Renewal of the Existing Shareholder Mandate and Mandate for New Recurrent Related Party Transactions; and
2) Proposed Renewal of Share Buy-Back Authority.",22/10/2020,JAYA TIASA HOLDINGS BHD,GA1-22102020-00064,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098626,General Announcement,OTHERS
PRACTICE NOTE 17 / GUIDANCE NOTE 3 : REGULARISATION PLAN,22/10/2020,COMINTEL CORPORATION BHD,GA1-22102020-00134,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098636,General Announcement,Practice Note 17 / Guidance Note 3
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS ATRIUM REAL ESTATE INVESTMENT TRUST (ATRIUM REIT)
PROPOSED ACQUISITION 1",22/10/2020,ATRIUM REAL ESTATE INVESTMENT TRUST,GA1-22102020-00018,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098637,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING AE MULTI HOLDINGS BERHAD (""AEM"" OR THE ""COMPANY"")
PRIVATE PLACEMENT",22/10/2020,AE MULTI HOLDINGS BERHAD,GA1-22102020-00087,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098640,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"MULTIPLE PROPOSALS Proposed Continuation in Office as Independent Directors, Proposed Authority to Issue Shares and Proposed Renewal of Share Buy-back Authority.",22/10/2020,FAJARBARU BUILDER GROUP BHD,GA1-22102020-00058,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098645,General Announcement,Multiple Proposals
"OTHERS TOYO INK GROUP BERHAD (""TIGB"" OR THE ""COMPANY"")
INTERNAL REORGANISATION",22/10/2020,TOYO INK GROUP BERHAD,GA1-22102020-00153,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098660,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING SPECIAL ISSUE OF UP TO 400,000,000 NEW ORDINARY SHARES IN YTB (""SPECIAL ISSUE SHARES"") (""SPECIAL ISSUE"")",22/10/2020,YONG TAI BERHAD,GA1-22102020-00044,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098665,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS LYC HEALTHCARE BERHAD (""LYC"" OR THE ""COMPANY"") -
PROPOSED ISSUANCE OF UP TO 45,000,000 NEW REDEEMABLE PREFERENCE SHARES (""RPS"") BY LYC MEDICARE SDN BHD, A WHOLLY OWNED SUBSIDIARY OF LYC, TO KENANGA INVESTORS BERHAD AT AN ISSUE PRICE OF RM1.00 PER RPS (""PROPOSED ISSUANCE OF RPS"")",22/10/2020,LYC HEALTHCARE BERHAD,GA1-21102020-00132,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098679,General Announcement,OTHERS
"OTHERS ABLEGROUP BERHAD
- CHANGE OF AUDITORS",22/10/2020,ABLEGROUP BERHAD,GA1-22102020-00083,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098680,General Announcement,OTHERS
"OTHERS HONG SENG CONSOLIDATED BERHAD (FORMELY KNOWN AS MSCM HOLDINGS BERHAD) (""HONG SENG"" OR THE ""COMPANY"") AND ITS SUBSIDIARIES (""HONG SENG GROUP"")
INCORPORATION OF NEW SUBSIDIARY",22/10/2020,HONG SENG CONSOLIDATED BERHAD,GA1-22102020-00104,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098683,General Announcement,OTHERS
PRACTICE NOTE 17 / GUIDANCE NOTE 3 : REGULARISATION PLAN,22/10/2020,TH HEAVY ENGINEERING BERHAD,GA1-21102020-00154,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098700,General Announcement,Practice Note 17 / Guidance Note 3
"OTHERS UZMA BERHAD (""UZMA"" OR ""THE COMPANY"")
- PROPOSED RENEWAL OF AUTHORITY FOR THE COMPANY TO PURCHASE ITS OWN ORDINARY SHARES OF UP TO TEN PER CENTUM (10%) OF ITS TOTAL NUMBER OF ISSUED SHARES",22/10/2020,UZMA BERHAD,GA1-20102020-00076,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3098708,General Announcement,OTHERS
